timestamp_s,velocity_rad_s,motor_current_a,torque_nm,psu_voltage_v,psu_current_a,commanded_current_a,commanded_voltage_v,test_phase
0.028,5.0,0.05601120367646217,-0.003319,0.008,0.1016,0.09519999999999999,24.0,CURRENT_RAMP
0.029,5.0,0.058011602610349655,0.003376,0.008,0.1016,0.09860000000000001,24.0,CURRENT_RAMP
0.03,5.0,0.06001200154423714,-0.001498,0.008,0.1016,0.102,24.0,CURRENT_RAMP
0.031,5.0,0.06201240420341492,-0.005583,0.008,0.1016,0.1054,24.0,CURRENT_RAMP
0.032,5.0,0.0640128031373024,-0.005309,0.008,0.1016,0.1088,24.0,CURRENT_RAMP
0.033,5.0,0.06601320207118988,-0.000114,0.008,0.1016,0.11220000000000001,24.0,CURRENT_RAMP
0.034,5.0,0.06801360100507736,0.003113,0.008,0.1016,0.11560000000000001,24.0,CURRENT_RAMP
0.035,5.0,0.07001399993896484,0.003774,0.008,0.1016,0.11900000000000001,24.0,CURRENT_RAMP
0.036,5.0,0.07201440632343292,0.00426,0.008,0.1016,0.12239999999999998,24.0,CURRENT_RAMP
0.037,5.0,0.0740148052573204,0.002172,0.008,0.1016,0.1258,24.0,CURRENT_RAMP
0.038,5.0,0.07601520419120789,0.005513,0.008,0.1016,0.12919999999999998,24.0,CURRENT_RAMP
0.039,5.0,0.07801560312509537,-0.009066,0.008,0.1016,0.1326,24.0,CURRENT_RAMP
0.04,5.0,0.08001600205898285,-0.004954,0.008,0.1016,0.136,24.0,CURRENT_RAMP
0.041,5.0,0.08201640099287033,0.00293,0.008,0.1016,0.1394,24.0,CURRENT_RAMP
0.042,5.0,0.08401679992675781,0.006325,0.008,0.1016,0.1428,24.0,CURRENT_RAMP
0.043,5.0,0.08601720631122589,-0.005931,0.008,0.1016,0.1462,24.0,CURRENT_RAMP
0.044,5.0,0.08801760524511337,-9.6e-05,0.008,0.1016,0.14959999999999998,24.0,CURRENT_RAMP
0.045,5.0,0.09001800417900085,-0.001648,0.008,0.1016,0.153,24.0,CURRENT_RAMP
0.046,5.0,0.09201840311288834,0.001985,0.008,0.1016,0.15639999999999998,24.0,CURRENT_RAMP
0.047,5.0,0.09401880204677582,-9.6e-05,0.008,0.1016,0.1598,24.0,CURRENT_RAMP
0.048,5.0,0.0960192009806633,0.004178,0.008,0.1016,0.1632,24.0,CURRENT_RAMP
0.049,5.0,0.09801960736513138,-0.004552,0.008,0.1016,0.1666,24.0,CURRENT_RAMP
0.05,5.0,0.10002000629901886,-0.001096,0.008,0.1016,0.17,24.0,CURRENT_RAMP
0.051,5.0,0.10202040523290634,0.006178,0.008,0.1016,0.17339999999999997,24.0,CURRENT_RAMP
0.052,5.0,0.10402080416679382,0.001495,0.008,0.1016,0.17679999999999998,24.0,CURRENT_RAMP
0.053,5.0,0.1060212031006813,-0.003718,0.008,0.1016,0.1802,24.0,CURRENT_RAMP
0.054,5.0,0.10802160203456879,0.002592,0.008,0.1016,0.18359999999999999,24.0,CURRENT_RAMP
0.055,5.0,0.11002200096845627,0.006543,0.008,0.1016,0.187,24.0,CURRENT_RAMP
0.056,5.0,0.11202240735292435,-0.005484,0.008,0.1016,0.19039999999999999,24.0,CURRENT_RAMP
0.057,5.0,0.11402280628681183,0.001955,0.008,0.1016,0.1938,24.0,CURRENT_RAMP
0.058,5.0,0.11602320522069931,-0.004169,0.008,0.1016,0.19720000000000001,24.0,CURRENT_RAMP
0.059,5.0,0.11802360415458679,-0.003759,0.008,0.1016,0.20059999999999997,24.0,CURRENT_RAMP
0.06,5.0,0.12002400308847427,-0.003463,0.008,0.1016,0.204,24.0,CURRENT_RAMP
0.061,5.0,0.12202440202236176,0.001415,0.008,0.1016,0.2074,24.0,CURRENT_RAMP
0.062,5.0,0.12402480840682983,-0.000758,0.008,0.1016,0.2108,24.0,CURRENT_RAMP
0.063,5.0,0.12602519989013672,0.002201,0.008,0.1016,0.2142,24.0,CURRENT_RAMP
0.064,5.0,0.1280256062746048,-0.00658,0.008,0.1016,0.2176,24.0,CURRENT_RAMP
0.065,5.0,0.13002599775791168,0.001459,0.008,0.1016,0.221,24.0,CURRENT_RAMP
0.066,5.0,0.13202640414237976,0.001528,0.008,0.1016,0.22440000000000002,24.0,CURRENT_RAMP
0.067,5.0,0.13402681052684784,0.002666,0.008,0.1016,0.2278,24.0,CURRENT_RAMP
0.068,5.0,0.13602720201015472,0.002465,0.008,0.1016,0.23120000000000002,24.0,CURRENT_RAMP
0.069,5.0,0.1380276083946228,-0.008847,0.008,0.1016,0.2346,24.0,CURRENT_RAMP
0.07,5.0,0.1400279998779297,0.005286,0.008,0.1016,0.23800000000000002,24.0,CURRENT_RAMP
0.071,5.0,0.14202840626239777,-0.003846,0.008,0.1016,0.24139999999999998,24.0,CURRENT_RAMP
0.072,5.0,0.14402881264686584,0.002898,0.008,0.1016,0.24479999999999996,24.0,CURRENT_RAMP
0.073,5.0,0.14602920413017273,0.00144,0.008,0.1016,0.24819999999999998,24.0,CURRENT_RAMP
0.074,5.0,0.1480296105146408,-0.005244,0.008,0.1016,0.2516,24.0,CURRENT_RAMP
0.075,5.0,0.1500300019979477,-0.00052,0.008,0.1016,0.255,24.0,CURRENT_RAMP
0.076,5.0,0.15203040838241577,-2.1e-05,0.008,0.1016,0.25839999999999996,24.0,CURRENT_RAMP
0.077,5.0,0.15403079986572266,-0.005457,0.008,0.1016,0.2618,24.0,CURRENT_RAMP
0.078,5.0,0.15603120625019073,0.003899,0.008,0.1016,0.2652,24.0,CURRENT_RAMP
0.079,5.0,0.1580316126346588,-0.004325,0.008,0.1016,0.2686,24.0,CURRENT_RAMP
0.08,5.0,0.1600320041179657,-0.005454,0.008,0.1016,0.272,24.0,CURRENT_RAMP
0.081,5.0,0.16203241050243378,-0.00487,0.008,0.1016,0.2754,24.0,CURRENT_RAMP
0.082,5.0,0.16403280198574066,0.00248,0.008,0.1016,0.2788,24.0,CURRENT_RAMP
0.083,5.0,0.16603320837020874,0.007965,0.008,0.1016,0.2822,24.0,CURRENT_RAMP
0.084,5.0,0.16803359985351562,0.002027,0.008,0.1016,0.2856,24.0,CURRENT_RAMP
0.085,5.0,0.1700340062379837,0.010394,0.008,0.1016,0.28900000000000003,24.0,CURRENT_RAMP
0.086,5.0,0.17203441262245178,-0.008985,0.008,0.1016,0.2924,24.0,CURRENT_RAMP
0.087,5.0,0.17403480410575867,0.000825,0.008,0.1016,0.29579999999999995,24.0,CURRENT_RAMP
0.088,5.0,0.17603521049022675,0.003404,0.008,0.1016,0.29919999999999997,24.0,CURRENT_RAMP
0.089,5.0,0.17803560197353363,-0.002974,0.008,0.1016,0.3026,24.0,CURRENT_RAMP
0.09,5.0,0.1800360083580017,0.000762,0.008,0.1016,0.306,24.0,CURRENT_RAMP
0.091,5.0,0.1820363998413086,0.006567,0.008,0.1016,0.3094,24.0,CURRENT_RAMP
0.092,5.0,0.18403680622577667,0.002398,0.008,0.1016,0.31279999999999997,24.0,CURRENT_RAMP
0.093,5.0,0.18603721261024475,-0.0052,0.008,0.1016,0.3162,24.0,CURRENT_RAMP
0.094,5.0,0.18803760409355164,-0.001894,0.008,0.1016,0.3196,24.0,CURRENT_RAMP
0.095,5.0,0.19003801047801971,0.005939,0.008,0.1016,0.323,24.0,CURRENT_RAMP
0.096,5.0,0.1920384019613266,0.004113,0.008,0.1016,0.3264,24.0,CURRENT_RAMP
0.097,5.0,0.19403880834579468,0.014991,0.008,0.1016,0.3298,24.0,CURRENT_RAMP
0.098,5.0,0.19603921473026276,0.002288,0.008,0.1016,0.3332,24.0,CURRENT_RAMP
0.099,5.0,0.19803960621356964,-0.000248,0.008,0.1016,0.3366,24.0,CURRENT_RAMP
0.1,5.0,0.20004001259803772,0.00663,0.008,0.1016,0.34,24.0,CURRENT_RAMP
0.101,5.0,0.2020404040813446,0.002677,0.008,0.1016,0.34340000000000004,24.0,CURRENT_RAMP
0.102,5.0,0.20404081046581268,0.005208,0.008,0.1016,0.34679999999999994,24.0,CURRENT_RAMP
0.103,5.0,0.20604120194911957,-0.000978,4.964,0.0962,0.35019999999999996,24.0,CURRENT_RAMP
0.104,5.0,0.20804160833358765,-0.002899,4.964,0.0962,0.35359999999999997,24.0,CURRENT_RAMP
0.105,5.0,0.21004201471805573,0.001053,4.964,0.0962,0.357,24.0,CURRENT_RAMP
0.106,5.0,0.2120424062013626,0.011297,4.964,0.0962,0.3604,24.0,CURRENT_RAMP
0.107,5.0,0.2140428125858307,-0.009594,4.964,0.0962,0.36379999999999996,24.0,CURRENT_RAMP
0.108,5.0,0.21604320406913757,-0.006029,4.964,0.0962,0.36719999999999997,24.0,CURRENT_RAMP
0.109,5.0,0.21804361045360565,-0.008184,4.964,0.0962,0.3706,24.0,CURRENT_RAMP
0.11,5.0,0.22004400193691254,-0.002622,4.964,0.0962,0.374,24.0,CURRENT_RAMP
0.111,5.0,0.22204440832138062,-0.002924,4.964,0.0962,0.3774,24.0,CURRENT_RAMP
0.112,5.0,0.2240448147058487,-0.003458,4.964,0.0962,0.38079999999999997,24.0,CURRENT_RAMP
0.113,5.0,0.22604520618915558,-0.004161,4.964,0.0962,0.3842,24.0,CURRENT_RAMP
0.114,5.0,0.22804561257362366,-0.006565,4.964,0.0962,0.3876,24.0,CURRENT_RAMP
0.115,5.0,0.23004600405693054,0.010176,4.964,0.0962,0.391,24.0,CURRENT_RAMP
0.116,5.0,0.23204641044139862,-0.00817,4.964,0.0962,0.39440000000000003,24.0,CURRENT_RAMP
0.117,5.0,0.2340468019247055,-0.00027,4.964,0.0962,0.3978,24.0,CURRENT_RAMP
0.118,5.0,0.23604720830917358,-0.00033,4.964,0.0962,0.40119999999999995,24.0,CURRENT_RAMP
0.119,5.0,0.23804761469364166,0.004283,4.964,0.0962,0.40459999999999996,24.0,CURRENT_RAMP
0.12,5.0,0.24004800617694855,-0.002163,4.964,0.0962,0.408,24.0,CURRENT_RAMP
0.121,5.0,0.24204841256141663,0.000231,4.964,0.0962,0.4114,24.0,CURRENT_RAMP
0.122,5.0,0.2440488040447235,3.1e-05,4.964,0.0962,0.4148,24.0,CURRENT_RAMP
0.123,5.0,0.2460492104291916,-0.002568,4.964,0.0962,0.41819999999999996,24.0,CURRENT_RAMP
0.124,5.0,0.24804961681365967,-0.002473,4.964,0.0962,0.4216,24.0,CURRENT_RAMP
0.125,5.0,0.25005000829696655,0.005533,4.964,0.0962,0.425,24.0,CURRENT_RAMP
0.126,5.0,0.25205039978027344,0.002863,4.964,0.0962,0.4284,24.0,CURRENT_RAMP
0.127,5.0,0.2540508210659027,-0.002541,4.964,0.0962,0.4318,24.0,CURRENT_RAMP
0.128,5.0,0.2560512125492096,0.003186,4.964,0.0962,0.4352,24.0,CURRENT_RAMP
0.129,5.0,0.2580516040325165,0.00024,4.964,0.0962,0.4386,24.0,CURRENT_RAMP
0.13,5.0,0.26005199551582336,0.000642,4.964,0.0962,0.442,24.0,CURRENT_RAMP
0.131,5.0,0.26205241680145264,0.006353,4.964,0.0962,0.4454,24.0,CURRENT_RAMP
0.132,5.0,0.2640528082847595,0.013645,4.964,0.0962,0.44880000000000003,24.0,CURRENT_RAMP
0.133,5.0,0.2660531997680664,0.001613,4.964,0.0962,0.4522,24.0,CURRENT_RAMP
0.134,5.0,0.2680536210536957,0.003841,4.964,0.0962,0.4556,24.0,CURRENT_RAMP
0.135,5.0,0.27005401253700256,5.3e-05,4.964,0.0962,0.459,24.0,CURRENT_RAMP
0.136,5.0,0.27205440402030945,-0.003469,4.964,0.0962,0.46240000000000003,24.0,CURRENT_RAMP
0.137,5.0,0.2740548253059387,-0.00028,4.964,0.0962,0.46580000000000005,24.0,CURRENT_RAMP
0.138,5.0,0.2760552167892456,-0.001641,4.964,0.0962,0.4692,24.0,CURRENT_RAMP
0.139,5.0,0.2780556082725525,-0.005985,4.964,0.0962,0.4726,24.0,CURRENT_RAMP
0.14,5.0,0.2800559997558594,-0.005026,4.964,0.0962,0.47600000000000003,24.0,CURRENT_RAMP
0.141,5.0,0.28205642104148865,0.005388,4.964,0.0962,0.47939999999999994,24.0,CURRENT_RAMP
0.142,5.0,0.28405681252479553,0.002199,4.964,0.0962,0.48279999999999995,24.0,CURRENT_RAMP
0.143,5.0,0.2860572040081024,0.001399,4.964,0.0962,0.48619999999999997,24.0,CURRENT_RAMP
0.144,5.0,0.2880576252937317,0.005646,4.964,0.0962,0.4895999999999999,24.0,CURRENT_RAMP
0.145,5.0,0.2900580167770386,0.001812,4.964,0.0962,0.49299999999999994,24.0,CURRENT_RAMP
0.146,5.0,0.29205840826034546,-0.003264,4.964,0.0962,0.49639999999999995,24.0,CURRENT_RAMP
0.147,5.0,0.29405879974365234,-0.008562,4.964,0.0962,0.49979999999999997,24.0,CURRENT_RAMP
0.148,5.0,0.2960592210292816,0.000839,4.964,0.0962,0.5032,24.0,CURRENT_RAMP
0.149,5.0,0.2980596125125885,0.001081,4.964,0.0962,0.5065999999999999,24.0,CURRENT_RAMP
0.15,5.0,0.3000600039958954,0.001254,4.964,0.0962,0.51,24.0,CURRENT_RAMP
0.151,5.0,0.30206042528152466,-0.000969,4.964,0.0962,0.5134,24.0,CURRENT_RAMP
0.152,5.0,0.30406081676483154,-0.002813,4.964,0.0962,0.5167999999999999,24.0,CURRENT_RAMP
0.153,5.0,0.3060612082481384,0.008707,4.964,0.0962,0.5202,24.0,CURRENT_RAMP
0.154,5.0,0.3080615997314453,0.004304,4.964,0.0962,0.5236,24.0,CURRENT_RAMP
0.155,5.0,0.3100620210170746,-0.010481,4.964,0.0962,0.527,24.0,CURRENT_RAMP
0.156,5.0,0.31206241250038147,-0.002311,4.964,0.0962,0.5304,24.0,CURRENT_RAMP
0.157,5.0,0.31406280398368835,-0.012282,4.964,0.0962,0.5337999999999999,24.0,CURRENT_RAMP
0.158,5.0,0.3160632252693176,-0.009015,4.964,0.0962,0.5372,24.0,CURRENT_RAMP
0.159,5.0,0.3180636167526245,-0.003707,4.964,0.0962,0.5406,24.0,CURRENT_RAMP
0.16,5.0,0.3200640082359314,0.001669,4.964,0.0962,0.544,24.0,CURRENT_RAMP
0.161,5.0,0.3220643997192383,0.002728,4.964,0.0962,0.5474,24.0,CURRENT_RAMP
0.162,5.0,0.32406482100486755,0.000493,4.964,0.0962,0.5508,24.0,CURRENT_RAMP
0.163,5.0,0.32606521248817444,0.00078,4.964,0.0962,0.5542,24.0,CURRENT_RAMP
0.164,5.0,0.3280656039714813,0.006483,4.964,0.0962,0.5576,24.0,CURRENT_RAMP
0.165,5.0,0.3300660252571106,-0.003335,4.964,0.0962,0.561,24.0,CURRENT_RAMP
0.166,5.0,0.3320664167404175,-0.002131,4.964,0.0962,0.5644,24.0,CURRENT_RAMP
0.167,5.0,0.33406680822372437,-0.005087,4.964,0.0962,0.5678,24.0,CURRENT_RAMP
0.168,5.0,0.33606719970703125,-0.002556,4.964,0.0962,0.5712,24.0,CURRENT_RAMP
0.169,5.0,0.3380676209926605,0.006796,4.964,0.0962,0.5746,24.0,CURRENT_RAMP
0.17,5.0,0.3400680124759674,0.00195,4.964,0.0962,0.5780000000000001,24.0,CURRENT_RAMP
0.171,5.0,0.3420684039592743,0.000542,4.964,0.0962,0.5814,24.0,CURRENT_RAMP
0.172,5.0,0.34406882524490356,0.003101,4.964,0.0962,0.5848,24.0,CURRENT_RAMP
0.173,5.0,0.34606921672821045,0.003286,4.964,0.0962,0.5882,24.0,CURRENT_RAMP
0.174,5.0,0.34806960821151733,0.007485,4.964,0.0962,0.5915999999999999,24.0,CURRENT_RAMP
0.175,5.0,0.3500699996948242,-0.005072,4.964,0.0962,0.595,24.0,CURRENT_RAMP
0.176,5.0,0.3520704209804535,-0.003098,4.964,0.0962,0.5983999999999999,24.0,CURRENT_RAMP
0.177,5.0,0.3540708124637604,-0.003031,4.964,0.0962,0.6018,24.0,CURRENT_RAMP
0.178,5.0,0.35607120394706726,-0.001596,4.964,0.0962,0.6052,24.0,CURRENT_RAMP
0.179,5.0,0.35807162523269653,-0.002498,4.964,0.0962,0.6085999999999999,24.0,CURRENT_RAMP
0.18,5.0,0.3600720167160034,-0.004596,4.964,0.0962,0.612,24.0,CURRENT_RAMP
0.181,5.0,0.3620724081993103,0.001788,4.964,0.0962,0.6154,24.0,CURRENT_RAMP
0.182,5.0,0.3640727996826172,0.001751,4.964,0.0962,0.6188,24.0,CURRENT_RAMP
0.183,5.0,0.36607322096824646,-0.001583,4.964,0.0962,0.6222,24.0,CURRENT_RAMP
0.184,5.0,0.36807361245155334,0.004304,4.964,0.0962,0.6255999999999999,24.0,CURRENT_RAMP
0.185,5.0,0.37007400393486023,0.003353,4.964,0.0962,0.629,24.0,CURRENT_RAMP
0.186,5.0,0.3720744252204895,0.003392,4.964,0.0962,0.6324,24.0,CURRENT_RAMP
0.187,5.0,0.3740748167037964,-0.005171,4.964,0.0962,0.6358,24.0,CURRENT_RAMP
0.188,5.0,0.37607520818710327,0.000932,4.964,0.0962,0.6392,24.0,CURRENT_RAMP
0.189,5.0,0.37807562947273254,0.002871,4.964,0.0962,0.6426,24.0,CURRENT_RAMP
0.19,5.0,0.38007602095603943,0.002243,4.964,0.0962,0.646,24.0,CURRENT_RAMP
0.191,5.0,0.3820764124393463,0.011034,4.964,0.0962,0.6494,24.0,CURRENT_RAMP
0.192,5.0,0.3840768039226532,0.004453,4.964,0.0962,0.6528,24.0,CURRENT_RAMP
0.193,5.0,0.38607722520828247,0.002767,4.964,0.0962,0.6562,24.0,CURRENT_RAMP
0.194,5.0,0.38807761669158936,-0.001383,9.35,0.0885,0.6596,24.0,CURRENT_RAMP
0.195,5.0,0.39007800817489624,0.005303,9.35,0.0885,0.663,24.0,CURRENT_RAMP
0.196,5.0,0.3920784294605255,-0.001932,9.35,0.0885,0.6664,24.0,CURRENT_RAMP
0.197,5.0,0.3940788209438324,0.003131,9.35,0.0885,0.6698000000000001,24.0,CURRENT_RAMP
0.198,5.0,0.3960792124271393,-0.005263,9.35,0.0885,0.6732,24.0,CURRENT_RAMP
0.199,5.0,0.39807960391044617,-0.000968,9.35,0.0885,0.6766,24.0,CURRENT_RAMP
0.2,5.0,0.40008002519607544,0.001864,9.35,0.0885,0.68,24.0,CURRENT_RAMP
0.201,5.0,0.4020804166793823,0.006908,9.35,0.0885,0.6834,24.0,CURRENT_RAMP
0.202,5.0,0.4040808081626892,-0.004888,9.35,0.0885,0.6868000000000001,24.0,CURRENT_RAMP
0.203,5.0,0.4060812294483185,-0.000233,9.35,0.0885,0.6902,24.0,CURRENT_RAMP
0.204,5.0,0.40808162093162537,0.005622,9.35,0.0885,0.6935999999999999,24.0,CURRENT_RAMP
0.205,5.0,0.41008201241493225,-0.010195,9.35,0.0885,0.697,24.0,CURRENT_RAMP
0.206,5.0,0.41208240389823914,0.000695,9.35,0.0885,0.7003999999999999,24.0,CURRENT_RAMP
0.207,5.0,0.4140828251838684,-0.005062,9.35,0.0885,0.7038,24.0,CURRENT_RAMP
0.208,5.0,0.4160832166671753,0.010515,9.35,0.0885,0.7071999999999999,24.0,CURRENT_RAMP
0.209,5.0,0.4180836081504822,0.005032,9.35,0.0885,0.7105999999999999,24.0,CURRENT_RAMP
0.21,5.0,0.42008402943611145,-0.005631,9.35,0.0885,0.714,24.0,CURRENT_RAMP
0.211,5.0,0.42208442091941833,-0.00215,9.35,0.0885,0.7173999999999999,24.0,CURRENT_RAMP
0.212,5.0,0.4240848124027252,0.00158,9.35,0.0885,0.7208,24.0,CURRENT_RAMP
0.213,5.0,0.4260852038860321,-0.004763,9.35,0.0885,0.7242,24.0,CURRENT_RAMP
0.214,5.0,0.4280856251716614,0.001757,9.35,0.0885,0.7275999999999999,24.0,CURRENT_RAMP
0.215,5.0,0.43008601665496826,0.001209,9.35,0.0885,0.731,24.0,CURRENT_RAMP
0.216,5.0,0.43208640813827515,-0.007403,9.35,0.0885,0.7343999999999999,24.0,CURRENT_RAMP
0.217,5.0,0.4340868294239044,-0.001611,9.35,0.0885,0.7378,24.0,CURRENT_RAMP
0.218,5.0,0.4360872209072113,8e-06,9.35,0.0885,0.7412,24.0,CURRENT_RAMP
0.219,5.0,0.4380876123905182,0.010829,9.35,0.0885,0.7445999999999999,24.0,CURRENT_RAMP
0.22,5.0,0.4400880038738251,-0.006446,9.35,0.0885,0.748,24.0,CURRENT_RAMP
0.221,5.0,0.44208842515945435,-0.002377,9.35,0.0885,0.7514,24.0,CURRENT_RAMP
0.222,5.0,0.44408881664276123,-0.006417,9.35,0.0885,0.7548,24.0,CURRENT_RAMP
0.223,5.0,0.4460892081260681,0.008447,9.35,0.0885,0.7582,24.0,CURRENT_RAMP
0.224,5.0,0.4480896294116974,0.005627,9.35,0.0885,0.7615999999999999,24.0,CURRENT_RAMP
0.225,5.0,0.4500900208950043,0.00534,9.35,0.0885,0.765,24.0,CURRENT_RAMP
0.226,5.0,0.45209041237831116,0.004078,9.35,0.0885,0.7684,24.0,CURRENT_RAMP
0.227,5.0,0.45409080386161804,-0.001893,9.35,0.0885,0.7718,24.0,CURRENT_RAMP
0.228,5.0,0.4560912251472473,-0.00674,9.35,0.0885,0.7752,24.0,CURRENT_RAMP
0.229,5.0,0.4580916166305542,-0.00586,9.35,0.0885,0.7786,24.0,CURRENT_RAMP
0.23,5.0,0.4600920081138611,0.00605,9.35,0.0885,0.782,24.0,CURRENT_RAMP
0.231,5.0,0.46209242939949036,-0.000262,9.35,0.0885,0.7854,24.0,CURRENT_RAMP
0.232,5.0,0.46409282088279724,-0.001863,9.35,0.0885,0.7888000000000001,24.0,CURRENT_RAMP
0.233,5.0,0.4660932123661041,0.007663,9.35,0.0885,0.7922,24.0,CURRENT_RAMP
0.234,5.0,0.468093603849411,-0.002248,9.35,0.0885,0.7956,24.0,CURRENT_RAMP
0.235,5.0,0.4700940251350403,0.000309,9.35,0.0885,0.7989999999999999,24.0,CURRENT_RAMP
0.236,5.0,0.47209441661834717,-0.00393,9.35,0.0885,0.8023999999999999,24.0,CURRENT_RAMP
0.237,5.0,0.47409480810165405,0.00349,9.35,0.0885,0.8058,24.0,CURRENT_RAMP
0.238,5.0,0.4760952293872833,-0.002506,9.35,0.0885,0.8091999999999999,24.0,CURRENT_RAMP
0.239,5.0,0.4780956208705902,-0.001495,9.35,0.0885,0.8126,24.0,CURRENT_RAMP
0.24,5.0,0.4800960123538971,-0.0012,9.35,0.0885,0.816,24.0,CURRENT_RAMP
0.241,5.0,0.48209643363952637,0.003782,9.35,0.0885,0.8193999999999999,24.0,CURRENT_RAMP
0.242,5.0,0.48409682512283325,-0.002405,9.35,0.0885,0.8228,24.0,CURRENT_RAMP
0.243,5.0,0.48609721660614014,-0.003601,9.35,0.0885,0.8261999999999999,24.0,CURRENT_RAMP
0.244,5.0,0.488097608089447,0.006132,9.35,0.0885,0.8296,24.0,CURRENT_RAMP
0.245,5.0,0.4900980293750763,0.000646,9.35,0.0885,0.833,24.0,CURRENT_RAMP
0.246,5.0,0.4920984208583832,-0.007979,9.35,0.0885,0.8363999999999999,24.0,CURRENT_RAMP
0.247,5.0,0.49409881234169006,-0.003894,9.35,0.0885,0.8398,24.0,CURRENT_RAMP
0.248,5.0,0.49609923362731934,-0.000577,9.35,0.0885,0.8432,24.0,CURRENT_RAMP
0.249,5.0,0.4980996251106262,0.000554,9.35,0.0885,0.8466,24.0,CURRENT_RAMP
0.25,5.0,0.5001000165939331,-0.002624,9.35,0.0885,0.85,24.0,CURRENT_RAMP
0.251,5.0,0.50210040807724,0.004185,9.35,0.0885,0.8533999999999999,24.0,CURRENT_RAMP
0.252,5.0,0.5041007995605469,-0.001115,9.35,0.0885,0.8568,24.0,CURRENT_RAMP
0.253,5.0,0.5061011910438538,-0.011025,9.35,0.0885,0.8602,24.0,CURRENT_RAMP
0.254,5.0,0.5081016421318054,0.001171,9.35,0.0885,0.8636,24.0,CURRENT_RAMP
0.255,5.0,0.5101020336151123,0.005491,9.35,0.0885,0.867,24.0,CURRENT_RAMP
0.256,5.0,0.5121024250984192,0.005861,9.35,0.0885,0.8704,24.0,CURRENT_RAMP
0.257,5.0,0.5141028165817261,-0.000684,9.35,0.0885,0.8738,24.0,CURRENT_RAMP
0.258,5.0,0.516103208065033,0.00833,9.35,0.0885,0.8772,24.0,CURRENT_RAMP
0.259,5.0,0.5181035995483398,-0.002647,9.35,0.0885,0.8806,24.0,CURRENT_RAMP
0.26,5.0,0.5201039910316467,0.00487,9.35,0.0885,0.884,24.0,CURRENT_RAMP
0.261,5.0,0.5221044421195984,-0.006659,9.35,0.0885,0.8874,24.0,CURRENT_RAMP
0.262,5.0,0.5241048336029053,0.005829,9.35,0.0885,0.8908,24.0,CURRENT_RAMP
